brand_id,model_id,brand_name,model_name,image_count,years,minimum_year,maximum_year,unknown_year_images,suspicious_years,valid_labels,missing_labels,malformed_labels,invalid_bounding_boxes,viewpoint_unknown,viewpoint_1,viewpoint_2,viewpoint_3,viewpoint_4,viewpoint_5
69,1499,Geely,Geely EK-2,2,,,,2,,2,0,0,0,0,2,0,0,0,0
69,1500,Geely,Geely IG,4,2010,2010,2010,0,,4,0,0,0,0,0,0,1,2,1
69,1501,Geely,Geely EC6-RV,15,2011,2011,2011,0,,15,0,0,0,0,3,2,2,3,5
69,1502,Geely,Geely SC7-RV,12,2011;2012,2011,2012,0,,12,0,0,0,0,2,2,2,3,3
69,1505,Geely,Geely KC,8,2013,2013,2013,0,,8,0,0,0,0,0,1,3,2,2
69,1506,Geely,Geely GX6,14,2011,2011,2011,0,,14,0,0,0,0,2,2,2,5,3
69,1507,Geely,Geely GC9,52,2014;2015,2014,2015,0,,52,0,0,0,0,9,7,10,13,13
69,1508,Geely,Geely Cross,18,2014,2014,2014,0,,18,0,0,0,0,3,1,4,5,5
69,1509,Geely,Geely EC8,116,2010;2011;2013;2015,2010,2015,0,,116,0,0,0,0,15,11,19,47,24
69,1510,Geely,Geely GX5,18,2011;2012,2011,2012,0,,18,0,0,0,0,3,2,2,7,4
69,1512,Geely,Geely EV7,12,2010,2010,2010,0,,12,0,0,0,0,2,2,2,4,2
69,1513,Geely,Geely GS,12,2011,2011,2011,0,,12,0,0,0,0,5,1,0,5,1
69,1514,Geely,Geely SX6,11,2010;2011,2010,2011,0,,11,0,0,0,0,3,1,3,3,1
70,1857,Venucia,Chenfeng,112,2013;2014,2013,2014,0,,112,0,0,0,4,19,12,22,34,21
70,1858,Venucia,Venucia R30,120,2014,2014,2014,0,,120,0,0,0,1,23,13,21,37,25
70,1859,Venucia,Venucia R50,119,2012;2013;2014,2012,2014,0,,119,0,0,0,0,19,15,21,35,29
70,1860,Venucia,Venucia R50X,120,2013;2014,2013,2014,0,,120,0,0,0,0,19,16,22,37,26
70,1862,Venucia,Venucia ViWa,32,2013,2013,2013,0,,32,0,0,0,0,6,0,13,12,1
70,1863,Venucia,Venucia D50,120,2012;2013;2014,2012,2014,0,,120,0,0,0,0,21,15,17,39,28
71,688,Haval,Haval H3,140,2007;2008;2009;2010;2012,2007,2012,0,,140,0,0,0,0,27,14,22,49,28
71,689,Haval,Haval H5,131,2010;2011;2012;2013,2010,2013,0,,131,0,0,0,0,20,13,20,49,29
71,690,Haval,Haval H6,120,2011;2012;2013;2014;2015,2011,2015,0,,120,0,0,0,0,21,17,18,34,30
71,691,Haval,Haval H8,143,2012;2013;2014,2012,2014,0,,143,0,0,0,0,27,17,25,45,29
71,693,Haval,Haval π,1,2012,2012,2012,0,,1,0,0,0,0,0,0,0,1,0
71,694,Haval,Haval IF,21,2011;2012,2011,2012,0,,21,0,0,0,0,2,4,4,6,5
71,695,Haval,Haval H7,19,2013,2013,2013,0,,19,0,0,0,0,5,2,6,4,2
71,696,Haval,Haval E,12,2012;2013,2012,2013,0,,12,0,0,0,0,4,0,2,4,2
71,699,Haval,Haval H2,119,2012;2014,2012,2014,0,,119,0,0,0,0,20,15,21,38,25
72,708,Hafei,Junyi,20,2011;2012,2011,2012,0,,20,0,0,0,0,2,3,5,5,5
72,709,Hafei,Zunludabawang,32,2008;2010;2011,2008,2011,0,,32,0,0,0,0,4,4,6,11,7
72,710,Hafei,Zunluxiaobawang,33,2009;2010;2011,2009,2011,0,,33,0,0,0,0,6,3,6,13,5
72,711,Hafei,Minyi,59,2008;2009;2010;2012,2008,2012,0,,59,0,0,0,0,10,9,9,16,15
72,712,Hafei,Saima,55,2004;2007;2009,2004,2009,0,,55,0,0,0,0,8,5,6,23,13
72,714,Hafei,Zhongyi V5,45,2009;2013,2009,2013,0,,45,0,0,0,0,7,6,9,13,10
72,716,Hafei,Lubao,68,2004;2008;2009;2010;2011,2004,2011,0,,68,0,0,0,0,12,7,8,31,10
73,434,Volkswagen,Cross Polo,111,2008;2012;2014,2008,2014,0,,111,0,0,0,0,15,14,21,33,28
73,435,Volkswagen,Polo hatchback,125,2009;2011;2013;2014,2009,2014,0,,125,0,0,0,0,20,17,18,32,38
73,436,Volkswagen,Polo sedan,32,2009;2011;2013,2009,2013,0,,32,0,0,0,0,4,2,6,13,7
73,437,Volkswagen,GOL,40,2004;2012;2013,2004,2013,0,,40,0,0,0,1,4,2,8,15,10
73,438,Volkswagen,Cross Lavida,120,2014,2014,2014,0,,120,0,0,0,1,17,12,23,36,31
73,439,Volkswagen,Gran Lavida,119,2013;2014;2015,2013,2015,0,,119,0,0,0,0,20,18,15,37,29
73,440,Volkswagen,Lavide,120,2008;2011;2013;2014;2015,2008,2015,0,,120,0,0,0,0,22,16,17,35,30
73,441,Volkswagen,Passat,120,2011;2013;2014;2015,2011,2015,0,,120,0,0,0,0,18,15,24,39,24
73,442,Volkswagen,Passat Lingyu,115,2005;2007;2009;2012,2005,2012,0,,115,0,0,0,0,22,16,19,35,23
73,443,Volkswagen,Santana,117,2013;2015,2013,2015,0,,117,0,0,0,4,23,9,15,41,25
73,444,Volkswagen,Santana Vista,76,2004;2006;2008;2010,2004,2010,0,,76,0,0,0,1,14,8,10,30,13
73,445,Volkswagen,Touran,120,2008;2011;2013;2015,2008,2015,0,,120,0,0,0,0,15,17,21,39,28
73,446,Volkswagen,Tiguan,120,2012;2013;2015,2012,2015,0,,120,0,0,0,0,18,15,24,36,27
73,449,Volkswagen,NMC,86,2014;2015,2014,2015,0,,86,0,0,0,0,10,9,24,24,19
73,450,Volkswagen,Polo GTI,45,2012,2012,2012,0,,45,0,0,0,0,5,6,9,12,13
73,451,Volkswagen,Cross Golf,49,2011,2011,2011,0,,49,0,0,0,0,8,6,7,16,12
73,453,Volkswagen,Volkswagen Eos,120,2008;2010;2011;2014;2015,2008,2015,0,,120,0,0,0,3,13,12,17,41,34
73,454,Volkswagen,Volkswagen R36,52,2008;2009,2008,2009,0,,52,0,0,0,0,7,5,8,18,14
73,455,Volkswagen,Golf GTI convertible,34,2013,2013,2013,0,,34,0,0,0,0,1,2,12,9,10
73,456,Volkswagen,Golf R,132,2010;2011;2014;2015,2010,2015,0,,132,0,0,0,0,14,12,23,43,40
73,457,Volkswagen,Golf R convertible,4,2014,2014,2014,0,,4,0,0,0,0,0,1,0,2,1
73,458,Volkswagen,Golf convertible,58,2012,2012,2012,0,,58,0,0,0,0,6,6,12,19,15
73,459,Volkswagen,Golf estate,55,2011;2013;2014,2011,2014,0,,55,0,0,0,0,5,6,12,17,15
73,460,Volkswagen,Phaeton,119,2009;2011;2012;2013;2014,2009,2014,0,,119,0,0,0,0,20,15,17,33,34
73,461,Volkswagen,Beetle,120,2010;2012;2013;2014;2015,2010,2015,0,,120,0,0,0,0,22,19,14,34,31
73,462,Volkswagen,Caravelle,106,2014,2014,2014,0,,106,0,0,0,0,15,15,18,36,22
73,463,Volkswagen,Multivan,120,2006;2008;2012;2014;2015,2006,2015,0,,120,0,0,0,0,18,14,17,43,28
73,464,Volkswagen,Magotan estate,119,2011;2012;2014,2011,2014,0,,119,0,0,0,0,16,16,19,36,32
73,465,Volkswagen,Scirocco,133,2009;2010;2011;2013;2015,2009,2015,0,,133,0,0,0,0,21,14,21,51,26
73,466,Volkswagen,Scirocco R,98,2011;2014,2011,2014,0,,98,0,0,0,0,11,10,19,32,26
73,467,Volkswagen,Touareg,130,2009;2010;2011;2012;2013;2014;2015,2009,2015,0,,130,0,0,0,0,20,10,19,54,27
73,468,Volkswagen,Touareg hybrid,67,2011,2011,2011,0,,67,0,0,0,0,5,3,11,38,10
73,469,Volkswagen,Sharan,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,18,13,17,40,32
73,470,Volkswagen,Polo abroad version,99,2009;2011;2013;2014;2015,2009,2015,0,,99,0,0,0,0,4,5,20,45,25
73,471,Volkswagen,BlueSport,40,2009,2009,2009,0,,40,0,0,0,2,0,2,3,24,9
73,472,Volkswagen,Beetle convertible,48,2009;2010;2015,2009,2015,0,,48,0,0,0,0,4,5,10,16,13
73,473,Volkswagen,Variant,37,2010;2011,2010,2011,0,,37,0,0,0,0,5,4,5,13,10
73,474,Volkswagen,Amarok Pickup,120,2011;2013;2014,2011,2014,0,,120,0,0,0,2,7,6,15,55,35
73,475,Volkswagen,Cross Coupe,84,2012;2015,2012,2015,0,,84,0,0,0,1,6,4,13,37,23
73,476,Volkswagen,E-Bugster,11,2012,2012,2012,0,,11,0,0,0,0,1,0,1,4,5
73,477,Volkswagen,Passat abroad version,120,2013;2014;2015;2016,2013,2016,0,,120,0,0,0,0,5,6,28,49,32
73,478,Volkswagen,CrossBlue,77,2013,2013,2013,0,,77,0,0,0,0,5,4,10,32,26
73,479,Volkswagen,Volkswagen XL1,120,2009;2011;2014,2009,2014,0,,120,0,0,0,3,11,5,35,46,20
73,481,Volkswagen,Bulli,16,2011,2011,2011,0,,16,0,0,0,0,0,0,2,6,8
73,482,Volkswagen,Buggy Up,19,2011,2011,2011,0,,19,0,0,0,0,1,1,3,7,7
73,483,Volkswagen,Jetta abroad version,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,10,7,25,57,21
73,484,Volkswagen,New Compact,15,2010,2010,2010,0,,15,0,0,0,0,0,0,4,7,4
73,485,Volkswagen,Routan,25,2009,2009,2009,0,,25,0,0,0,0,2,2,2,9,10
73,486,Volkswagen,Taigun,14,2013;2014,2013,2014,0,,14,0,0,0,0,2,0,2,7,3
73,487,Volkswagen,Volkswagen  Up!Lite,16,2009,2009,2009,0,,16,0,0,0,0,0,2,8,3,3
73,490,Volkswagen,T-ROC,56,2014,2014,2014,0,,56,0,0,0,1,6,3,16,18,12
73,491,Volkswagen,Tiguan abroad version,119,2009;2011;2012;2013;2014,2009,2014,0,,119,0,0,0,0,27,17,18,33,24
73,492,Volkswagen,e-Co-Motion,20,2013,2013,2013,0,,20,0,0,0,0,2,2,1,11,4
73,493,Volkswagen,Milano,11,2010,2010,2010,0,,11,0,0,0,0,0,0,2,6,3
73,494,Volkswagen,Nils,20,2011,2011,2011,0,,20,0,0,0,0,1,1,6,8,4
73,495,Volkswagen,Space Up,24,2007,2007,2007,0,,24,0,0,0,0,1,1,1,12,9
73,496,Volkswagen,Volkswagen up,120,2009;2013;2014;2015,2009,2015,0,,120,0,0,0,1,9,9,21,44,36
73,497,Volkswagen,Volkswagen Fox,114,2004;2015,2004,2015,0,,114,0,0,0,1,9,2,25,53,24
73,498,Volkswagen,Caddy abroad version,73,2011;2013;2016,2011,2016,0,,73,0,0,0,0,5,4,5,41,18
73,500,Volkswagen,Bora,147,2008;2011;2012;2013;2014,2008,2014,0,,147,0,0,0,0,28,20,23,49,27
73,501,Volkswagen,Golf,175,2010;2011;2012;2013;2014,2010,2014,0,,175,0,0,0,0,19,20,38,54,44
73,502,Volkswagen,Golf GTI,146,2009;2010;2012;2013;2015,2009,2015,0,,146,0,0,0,0,23,13,24,50,36
73,503,Volkswagen,Jetta,118,2009;2010;2011;2012;2013;2015,2009,2015,0,,118,0,0,0,0,21,12,20,37,28
73,504,Volkswagen,Magotan,119,2009;2011;2012;2013;2015,2009,2015,0,,119,0,0,0,0,28,17,17,30,27
73,505,Volkswagen,Sagitar,125,2010;2011;2012;2013;2014,2010,2014,0,,125,0,0,0,0,27,23,16,31,28
73,506,Volkswagen,Sagitar GLI,86,2013,2013,2013,0,,86,0,0,0,0,12,11,17,26,20
73,508,Volkswagen,Volkswagen CC,164,2009;2010;2011;2012;2013,2009,2013,0,,164,0,0,0,0,26,12,32,64,30
74,1296,Daihatsu,Xenia,50,2007;2008,2007,2008,0,,50,0,0,0,0,7,4,6,24,9
74,1297,Daihatsu,Copen,21,2007,2007,2007,0,,21,0,0,0,1,0,0,4,11,5
74,1298,Daihatsu,Mira,12,2009,2009,2009,0,,12,0,0,0,0,3,0,1,5,3
74,1299,Daihatsu,PICO,27,2011,2011,2011,0,,27,0,0,0,0,4,0,7,8,8
74,1300,Daihatsu,Kopen,19,2014,2014,2014,0,,19,0,0,0,0,1,0,3,13,2
74,1301,Daihatsu,MATERIA,26,2008,2008,2008,0,,26,0,0,0,0,1,1,8,10,6
75,1651,Chrey,Eastar,118,2004;2005;2006;2007;2012,2004,2012,0,,118,0,0,0,0,16,16,17,42,27
75,1652,Chrey,Eastar Cross,87,2006;2007;2008;2009,2006,2009,0,,87,0,0,0,0,16,8,10,35,18
75,1653,Chrey,Fulwin 2 hatchback,123,2009;2010;2012;2013,2009,2013,0,,123,0,0,0,0,19,16,23,34,31
75,1654,Chrey,Fulwin 2 sedan,68,2009;2010;2012;2013,2009,2013,0,,68,0,0,0,0,17,6,11,20,14
75,1655,Chrey,Chrey A1,119,2007;2009;2011,2007,2011,0,,119,0,0,0,0,19,15,21,35,29
75,1656,Chrey,Chrey A3 hatchback,88,2008;2009;2010;2011,2008,2011,0,,88,0,0,0,0,19,13,12,26,18
75,1657,Chrey,Chrey A3 sedan,102,2008;2010;2011;2012,2008,2012,0,,102,0,0,0,0,18,15,15,29,25
75,1658,Chrey,Chrey A5,78,2006;2007;2009;2010,2006,2010,0,,78,0,0,0,0,13,12,10,30,13
75,1659,Chrey,Chrey E3,114,2013;2015,2013,2015,0,,114,0,0,0,0,21,6,24,36,27
75,1660,Chrey,Chrey E5,117,2011;2012;2014,2011,2014,0,,117,0,0,0,1,22,14,22,35,23
75,1661,Chrey,Chrey QQ,120,2013,2013,2013,0,,120,0,0,0,3,24,14,18,30,31
75,1662,Chrey,Chrey QQ3,118,2009;2010;2011;2012,2009,2012,0,,118,0,0,0,0,19,10,11,54,24
75,1664,Chrey,Chrey QQme,70,2009;2010,2009,2010,0,,70,0,0,0,0,10,8,14,21,17
75,1665,Chrey,Chrey X1,118,2010;2011;2012,2010,2012,0,,118,0,0,0,0,17,14,18,42,27
75,1666,Chrey,Chrey Aika,12,2013,2013,2013,0,,12,0,0,0,0,3,0,3,6,0
75,1667,Chrey,Cowin 1,131,2010;2011;2012,2010,2012,0,,131,0,0,0,0,18,12,25,49,27
75,1668,Chrey,Cowin 2,115,2010;2012;2013;2014,2010,2014,0,,115,0,0,0,0,21,11,20,32,31
75,1669,Chrey,Cowin 3,110,2010,2010,2010,0,,110,0,0,0,0,15,12,16,40,27
75,1670,Chrey,Cowin 5,118,2012,2012,2012,0,,118,0,0,0,0,16,15,22,37,28
75,1671,Chrey,Tiggo,113,2009;2010;2011;2012;2013,2009,2013,0,,113,0,0,0,0,22,9,15,43,24
75,1672,Chrey,Tiggo 3,119,2014,2014,2014,0,,118,0,0,1,0,21,15,21,41,20
75,1673,Chrey,Tiggo 5,119,2014;2015,2014,2015,0,,119,0,0,0,0,20,11,29,34,25
75,1674,Chrey,Chrey M14,5,2009,2009,2009,0,,5,0,0,0,0,1,0,0,3,1
75,1678,Chrey,Chrey @ANT,25,2012;2013,2012,2013,0,,25,0,0,0,0,2,3,6,7,7
75,1679,Chrey,Chrey TX,14,2012,2012,2012,0,,14,0,0,0,0,4,2,2,4,2
75,1683,Chrey,Arrizo 7,119,2013;2014,2013,2014,0,,119,0,0,0,0,21,11,17,36,34
76,364,Besturn,Besturn B50,120,2009;2011;2012;2013,2009,2013,0,,120,0,0,0,0,27,19,19,30,25
76,365,Besturn,Besturn B90,120,2011;2012;2014,2011,2014,0,,120,0,0,0,0,17,15,19,38,31
76,366,Besturn,Besturn X80,120,2013;2015,2013,2015,0,,120,0,0,0,0,19,11,24,37,29
76,367,Besturn,Besturn B70,149,2009;2010;2011;2012;2014,2009,2014,0,,149,0,0,0,0,27,23,25,42,32
77,124,Benz,Benz C Class,136,2011;2013;2014;2015,2011,2015,0,,136,0,0,0,0,21,16,25,46,28
77,125,Benz,Benz C Class hybird,19,2013;2014;2015,2013,2015,0,,19,0,0,0,0,3,1,4,9,2
77,126,Benz,Benz GLK Class,166,2008;2010;2011;2012;2013;2014,2008,2014,0,,166,0,0,0,1,27,19,29,50,40
77,127,Benz,Benz E Class,272,2009;2010;2011;2012;2013;2014;2015,2009,2015,30,,272,0,0,0,0,48,33,51,84,56
77,128,Benz,Benz A Class AMG,103,2014,2014,2014,0,,103,0,0,0,0,13,15,15,34,26
77,129,Benz,Benz CLS Class AMG,120,2009;2012;2014;2015,2009,2015,0,,120,0,0,0,5,13,14,24,39,25
77,130,Benz,Benz C Class AMG,120,2009;2010;2012;2014;2015,2009,2015,0,,120,0,0,0,0,19,15,16,45,25
77,131,Benz,Benz GL Class AMG,112,2013;2014,2013,2014,0,,112,0,0,0,0,14,12,16,54,16
77,132,Benz,Benz G Class AMG,120,2009;2010;2013;2014,2009,2014,0,,120,0,0,0,0,17,11,16,58,18
77,133,Benz,Benz M Class AMG,120,2007;2011;2012;2014;2015,2007,2015,0,,120,0,0,0,0,21,13,19,40,27
77,134,Benz,Benz SLK Class AMG,117,2009;2010;2012;2014,2009,2014,0,,117,0,0,0,2,15,11,24,42,23
77,135,Benz,Benz SLS Class AMG,120,2011;2012;2013;2014,2011,2014,0,,120,0,0,0,9,14,5,23,55,14
77,136,Benz,Benz SL Class AMG,120,2009;2013;2014,2009,2014,0,,120,0,0,0,0,15,9,23,43,30
77,137,Benz,Benz S Class AMG,120,2010;2013;2014;2015,2010,2015,0,,120,0,0,0,0,13,11,25,46,25
77,138,Benz,Benz E Class AMG,120,2012;2014,2012,2014,0,,120,0,0,0,2,6,7,19,55,31
77,139,Benz,Benz CL Class AMG,77,2011;2013,2011,2013,0,,77,0,0,0,1,7,5,6,44,14
77,140,Benz,Benz GLA Class AMG,130,2014;2015,2014,2015,0,,130,0,0,0,0,10,10,22,52,36
77,141,Benz,Benz Vision AMG,14,2014,2014,2014,0,,14,0,0,0,1,1,2,2,6,2
77,142,Benz,AMG GT,119,2015;2016,2015,2016,0,,119,0,0,0,0,14,15,30,42,18
77,143,Benz,Benz CLA Class AMG,120,2013;2014;2015,2013,2015,0,,120,0,0,0,1,9,11,19,49,31
77,144,Benz,Sprinter,118,2010;2012;2013;2014,2010,2014,0,,118,0,0,0,0,16,13,22,36,31
77,145,Benz,Wei Yanuo,120,2010;2011;2012;2013;2014,2010,2014,0,,120,0,0,0,0,18,14,24,40,24
77,146,Benz,Wei Ting,119,2010;2011;2013;2014,2010,2014,0,,119,0,0,0,0,14,11,15,54,25
77,147,Benz,Benz A Class,119,2011;2013;2015,2011,2015,0,,119,0,0,0,0,19,11,17,46,26
77,148,Benz,Benz CLA Class,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,12,7,24,57,20
77,149,Benz,Benz CLS Class,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,14,11,32,39,24
77,150,Benz,Benz CLS Class Shooting Brake,37,2013,2013,2013,0,,37,0,0,0,0,4,5,9,10,9
77,152,Benz,Benz C Class estate,128,2010;2011;2014,2010,2014,0,,128,0,0,0,0,15,11,28,45,29
77,153,Benz,Benz E Class convertible,133,2010;2011;2012;2013;2014,2010,2014,0,,133,0,0,0,0,11,12,24,57,29
77,154,Benz,Benz E Class couple,200,2009;2010;2011;2012;2014,2009,2014,0,,200,0,0,0,0,26,27,29,61,57
77,156,Benz,Benz GL Class,120,2011;2012;2013;2014,2011,2014,0,,120,0,0,0,0,15,15,18,42,30
77,157,Benz,Benz G Class,119,2010;2013;2014;2015,2010,2015,0,,119,0,0,0,1,23,11,18,45,21
77,158,Benz,Benz M Class,120,2010;2012;2013;2014,2010,2014,0,,120,0,0,0,0,25,13,18,39,25
77,159,Benz,Benz R Class,119,2006;2010;2011;2014,2006,2014,0,,119,0,0,0,0,16,12,22,36,33
77,160,Benz,Benz SLK Class,120,2009;2010;2011;2012;2015,2009,2015,0,,120,0,0,0,1,17,16,23,35,28
77,161,Benz,Benz SL Class,120,2010;2011;2013;2015,2010,2015,0,,120,0,0,0,0,11,10,26,51,22
77,162,Benz,Benz S Class,120,2010;2011;2012;2014;2015,2010,2015,0,,120,0,0,0,0,18,15,24,35,28
77,163,Benz,Benz S Class hybird,79,2009;2010;2014,2009,2014,0,,79,0,0,0,0,8,10,20,24,17
77,164,Benz,Sprinter abroad version,64,2009;2011;2013;2014;2015,2009,2015,0,,64,0,0,0,0,9,5,10,30,10
77,167,Benz,Style Coupe,5,2012,2012,2012,0,,5,0,0,0,0,1,0,1,2,1
77,168,Benz,BlueZero,12,2009,2009,2009,0,,12,0,0,0,0,0,0,3,6,3
77,169,Benz,Benz Citan,30,2013,2013,2013,0,,30,0,0,0,0,3,3,0,20,4
77,170,Benz,Benz F800,76,2010,2010,2010,0,,76,0,0,0,9,8,6,24,23,6
77,174,Benz,Benz F125,30,2011;2013,2011,2013,0,,30,0,0,0,0,2,0,7,18,3
77,175,Benz,Benz GLA Class,167,2013;2014;2015,2013,2015,0,,167,0,0,0,1,24,17,33,56,36
77,176,Benz,Benz E Class estate,7,2013,2013,2013,0,,7,0,0,0,0,1,0,1,4,1
77,178,Benz,Biome,15,2010,2010,2010,0,,15,0,0,0,0,5,0,4,5,1
77,179,Benz,Silver Arrow,19,2011,2011,2011,0,,19,0,0,0,2,8,1,3,4,1
77,180,Benz,Benz S Class coupe,30,2014,2014,2014,0,,30,0,0,0,0,1,1,9,13,6
77,181,Benz,Coupe SUV,78,2014,2014,2014,0,,78,0,0,0,0,12,7,22,19,18
77,182,Benz,Benz B Class,120,2012;2013;2015,2012,2015,0,,120,0,0,0,0,19,9,34,37,21
77,183,Benz,Ener-G-Force,49,2012,2012,2012,0,,49,0,0,0,2,3,2,12,21,9
77,184,Benz,Benz V Class,94,2014;2015,2014,2015,0,,94,0,0,0,3,9,5,16,41,20
77,185,Benz,Unimog,47,2000;2010;2011;2012,2000,2012,0,,47,0,0,0,0,6,6,8,16,11
78,1,Audi,Audi A3 hatchback,140,2010;2012;2013;2014,2010,2014,0,,140,0,0,0,0,18,21,28,39,34
78,2,Audi,Audi A4L,166,2009;2010;2011;2012;2013;2015,2009,2015,0,,166,0,0,0,0,29,26,34,42,35
78,3,Audi,Audi A6L,135,2009;2010;2011;2012;2014,2009,2014,0,,135,0,0,0,0,21,19,22,42,31
78,4,Audi,Audi Q3,120,2012;2013;2015,2012,2015,0,,120,0,0,0,0,16,18,20,37,29
78,5,Audi,Audi Q5,153,2010;2011;2012;2013,2010,2013,0,,153,0,0,0,0,22,17,29,48,37
78,9,Audi,Audi A6,120,2004;2012;2013;2014;2015,2004,2015,0,,120,0,0,0,1,15,7,16,52,29
78,11,Audi,Audi A3 sedan,68,2014,2014,2014,0,,68,0,0,0,0,9,8,14,19,18
78,12,Audi,Audi RS5,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,1,19,10,20,40,30
78,13,Audi,Audi RS7,120,2014;2015,2014,2015,0,,120,0,0,0,3,14,7,23,36,37
78,14,Audi,Audi RS4,118,2006;2013;2014,2006,2014,0,,118,0,0,0,1,10,9,15,51,32
78,15,Audi,Audi RS Q3,120,2012;2014;2015,2012,2015,0,,120,0,0,0,0,8,5,15,46,46
78,16,Audi,Audi RS3,76,2012;2015;2016,2012,2016,0,,76,0,0,0,0,9,4,5,30,28
78,17,Audi,Audi TT RS,120,2009;2010;2012;2013,2009,2013,0,,120,0,0,0,1,18,8,15,45,33
78,18,Audi,Audi RS6,120,2002;2009;2013;2015,2002,2015,0,,120,0,0,0,0,13,7,10,56,34
78,19,Audi,Audi A1,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,14,15,24,41,26
78,21,Audi,Audi A4 estate,38,2013;2014,2013,2014,0,,38,0,0,0,0,4,4,8,15,7
78,22,Audi,Audi A5 convertible,154,2010;2012;2013;2014,2010,2014,0,,154,0,0,0,1,17,16,27,49,44
78,23,Audi,Audi A5 coupe,197,2008;2009;2010;2012;2013;2014,2008,2014,0,,197,0,0,0,1,29,27,34,57,49
78,24,Audi,Audi A5 hatchback,229,2009;2010;2011;2012;2013;2014,2009,2014,0,,229,0,0,0,1,27,25,43,71,62
78,25,Audi,Audi A6 hybrid,24,2013,2013,2013,0,,24,0,0,0,0,3,3,6,6,6
78,26,Audi,Audi A7,119,2009;2012;2013;2014;2015,2009,2015,0,,119,0,0,0,3,13,14,22,40,27
78,27,Audi,Audi A8L,179,2009;2010;2011;2012;2013;2014;2015,2009,2015,0,,179,0,0,0,0,21,18,38,47,55
78,28,Audi,Audi A8L hybrid,14,2013,2013,2013,0,,14,0,0,0,0,1,1,4,4,4
78,31,Audi,Audi Q5 hybrid,35,2012;2013;2014,2012,2014,0,,35,0,0,0,0,5,5,6,9,10
78,32,Audi,Audi Q7,145,2010;2011;2012;2013;2014,2010,2014,0,,145,0,0,0,0,25,20,29,39,32
78,33,Audi,Audi R8,120,2010;2011;2013;2014;2015;2016,2010,2016,0,,120,0,0,0,0,17,13,13,41,36
78,34,Audi,Audi S5 convertible,65,2010;2012,2010,2012,0,,65,0,0,0,0,8,8,12,16,21
78,35,Audi,Audi S5 coupe,60,2008;2010;2012;2014,2008,2014,0,,60,0,0,0,1,2,2,13,29,13
78,36,Audi,Audi S5 hatchback,45,2010;2012,2010,2012,0,,45,0,0,0,0,4,5,9,14,13
78,38,Audi,Audi S7,120,2013;2015,2013,2015,0,,120,0,0,0,0,12,9,20,38,41
78,39,Audi,Audi S8,120,2008;2009;2013;2014;2015,2008,2015,0,,120,0,0,0,0,10,8,17,49,36
78,40,Audi,Audi SQ5,120,2013;2014,2013,2014,0,,120,0,0,0,0,14,11,17,43,35
78,41,Audi,Audi TTS convertible,12,2011;2013,2011,2013,0,,12,0,0,0,0,1,0,0,6,5
78,42,Audi,Audi TTS coupe,66,2011;2013;2015,2011,2015,0,,66,0,0,0,0,9,3,10,27,17
78,43,Audi,Audi TT convertible,9,2011;2013,2011,2013,0,,9,0,0,0,0,2,2,1,2,2
78,44,Audi,Audi TT coupe,85,2011;2013;2014;2015,2011,2015,0,,85,0,0,0,1,9,10,14,31,20
78,46,Audi,Audi A2,29,2002;2011;2013,2002,2013,0,,29,0,0,0,0,4,3,8,7,7
78,47,Audi,Audi quattro,109,2010;2013;2014,2010,2014,0,,109,0,0,0,2,20,12,16,34,25
78,48,Audi,Audi Urban,42,2011,2011,2011,0,,42,0,0,0,3,4,0,10,17,8
78,49,Audi,Audi Cross,39,2009,2009,2009,0,,39,0,0,0,2,2,2,5,18,10
78,50,Audi,Audi e-tron,120,2009;2010;2011,2009,2011,0,,120,0,0,0,3,13,13,22,31,38
78,52,Audi,Audi S3 hatchback,16,2014,2014,2014,0,,16,0,0,0,0,2,2,1,6,5
78,53,Audi,Audi R18,51,2012;2014,2012,2014,0,,51,0,0,0,4,9,1,7,22,8
78,55,Audi,Audi A3 convertible,12,2013,2013,2013,0,,12,0,0,0,0,0,0,0,8,4
78,56,Audi,Audi A3 e-tron,33,2011;2015,2011,2015,0,,33,0,0,0,0,4,2,4,14,9
78,57,Audi,Audi S1,105,2013;2014;2015,2013,2015,0,,105,0,0,0,0,12,7,10,34,42
78,60,Audi,Allroad,45,2014;2015,2014,2015,0,,45,0,0,0,2,3,3,5,18,14
78,61,Audi,Crosslane Coupe,54,2012,2012,2012,0,,54,0,0,0,3,2,2,13,19,15
78,62,Audi,Audi S3 sedan,51,2015,2015,2015,0,,51,0,0,0,0,4,3,12,19,13
78,63,Audi,Audi S4,99,2008;2013,2008,2013,0,,99,0,0,0,0,6,6,13,42,32
78,65,Audi,Nanuk,21,2013,2013,2013,0,,21,0,0,0,0,2,1,5,5,8
78,66,Audi,Audi TT offroad,29,2014,2014,2014,0,,29,0,0,0,0,5,2,6,10,6
78,67,Audi,Audi S3 convertible,30,2014,2014,2014,0,,30,0,0,0,0,2,2,7,11,8
79,1725,Wisemann,Wiesmann Roadster,53,2006;2012,2006,2012,0,,53,0,0,0,0,5,2,9,19,18
