class_index,brand_id,model_id,brand_name,model_name,normalized_brand,normalized_model,image_count,years,minimum_year,maximum_year,unknown_year_images,suspicious_years,valid_labels,missing_labels,malformed_labels,invalid_bounding_boxes,viewpoint_unknown,viewpoint_1,viewpoint_2,viewpoint_3,viewpoint_4,viewpoint_5
398,131,1005,Infiniti,ESQ,Infiniti,ESQ,120,2014,2014,2014,0,,120,0,0,0,0,17,17,25,34,27
399,131,1017,Infiniti,Essence,Infiniti,Essence,53,2009,2009,2009,0,,53,0,0,0,0,9,11,10,12,11
400,131,1023,Infiniti,Infiniti G Class,Infiniti,G Class,120,2009;2010;2012;2013,2009,2013,0,,120,0,0,0,0,15,16,21,37,31
401,131,1006,Infiniti,Infiniti Q50,Infiniti,Q50,119,2013;2014,2013,2014,0,,119,0,0,0,0,19,12,21,48,19
402,131,1024,Infiniti,Infiniti Q50L,Infiniti,Q50L,120,2015,2015,2015,0,,120,0,0,0,0,20,17,23,34,26
403,131,1008,Infiniti,Infiniti Q60,Infiniti,Q60,120,2010;2013;2014;2015,2010,2015,0,,120,0,0,0,3,20,11,18,36,32
404,131,1010,Infiniti,Infiniti Q70L,Infiniti,Q70L,120,2009;2011;2012;2013;2014,2009,2014,0,,120,0,0,0,0,23,13,23,37,24
405,131,1012,Infiniti,Infiniti QX50,Infiniti,QX50,112,2008;2009;2010;2011;2013;2014;2015,2008,2015,0,,112,0,0,0,0,15,13,21,30,33
406,131,1013,Infiniti,Infiniti QX60,Infiniti,QX60,120,2013;2014,2013,2014,0,,120,0,0,0,0,16,12,17,46,29
407,131,1015,Infiniti,Infiniti QX70,Infiniti,QX70,120,2009;2010;2011;2013;2014;2015,2009,2015,0,,120,0,0,0,0,21,14,24,37,24
408,131,1016,Infiniti,Infiniti QX80,Infiniti,QX80,133,2011;2013;2014,2011,2014,0,,133,0,0,0,0,18,10,21,55,29
409,42,1248,Isuzu,D-MAX,Isuzu,D-MAX,118,2014;2015,2014,2015,0,,118,0,0,0,1,14,17,19,36,31
410,46,1294,Iveco,Campagnola,Iveco,Campagnola,52,2009,2009,2009,0,,52,0,0,0,0,4,0,6,39,3
411,46,1288,Iveco,Power Daily,Iveco,Power Daily,53,2009;2012;2013;2014,2009,2014,0,,53,0,0,0,0,7,7,8,19,12
412,92,749,Jaguar,Gaguar C-X75,Jaguar,Gaguar C-X75,120,2010;2013,2010,2013,0,,120,0,0,0,3,19,14,28,37,19
413,92,753,Jaguar,Gaguar E-TYPE,Jaguar,Gaguar E-TYPE,84,1971;2011;2014,1971,2014,0,,84,0,0,0,2,3,4,16,32,27
414,92,746,Jaguar,Gaguar F-TYPE,Jaguar,Gaguar F-TYPE,120,2011;2013;2014;2015;2016,2011,2016,0,,120,0,0,0,4,8,11,15,49,33
415,92,755,Jaguar,Gaguar XE,Jaguar,Gaguar XE,120,2014;2015;2016,2014,2016,0,,120,0,0,0,5,15,7,19,43,31
416,92,756,Jaguar,Gaguar XF,Jaguar,Gaguar XF,141,2009;2011;2012;2013;2014;2015,2009,2015,0,,141,0,0,0,0,23,21,26,41,30
417,92,747,Jaguar,Gaguar XJ,Jaguar,Gaguar XJ,120,2010;2011;2012;2013;2014,2010,2014,0,,120,0,0,0,0,21,15,18,42,24
418,92,748,Jaguar,Gaguar XK,Jaguar,Gaguar XK,120,2006;2009;2012;2013;2014,2006,2014,0,,120,0,0,0,4,10,10,20,47,29
419,11,737,Jeep,Cherokee,Jeep,Cherokee,120,2014,2014,2014,0,,120,0,0,0,0,23,8,16,41,32
420,11,736,Jeep,Compass,Jeep,Compass,125,2009;2010;2011;2012;2013;2014,2009,2014,0,,125,0,0,0,0,22,17,23,34,29
421,11,745,Jeep,Grand Cherokee,Jeep,Grand Cherokee,120,2004;2005;2010;2011;2012;2013;2014,2004,2014,0,,120,0,0,0,0,20,13,16,47,24
422,11,734,Jeep,Grand Cherokee SRT,Jeep,Grand Cherokee SRT,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,11,9,18,56,26
423,11,738,Jeep,Patriot,Jeep,Patriot,120,2009;2011;2012;2013;2014,2009,2014,0,,120,0,0,0,0,15,16,22,38,29
424,11,742,Jeep,Renegade,Jeep,Renegade,119,2014;2015,2014,2015,0,,119,0,0,0,1,15,12,15,43,33
425,11,735,Jeep,Wrangler,Jeep,Wrangler,160,2009;2010;2011;2012;2013;2014,2009,2014,0,,160,0,0,0,0,23,22,32,44,39
426,140,1195,KIA,Borrego,Kia,Borrego,120,2008;2012;2013;2015,2008,2015,0,,120,0,0,0,0,19,14,17,42,28
427,140,1206,KIA,KIA Ceed,Kia,Ceed,120,2010;2013;2014;2015,2010,2015,0,,120,0,0,0,0,5,5,25,58,27
428,140,1187,KIA,Cerato,Kia,Cerato,108,2005;2006;2007;2008;2010;2012,2005,2012,0,,108,0,0,0,1,21,12,9,45,20
429,140,1180,KIA,Forte,Kia,Forte,120,2009;2011;2012;2014,2009,2014,0,,120,0,0,0,0,28,13,17,37,25
430,140,1210,KIA,KIA Forte,Kia,Forte,120,2010;2011;2014,2010,2014,0,,120,0,0,0,1,13,9,20,47,30
431,140,1194,KIA,KIA K2 hatchback,Kia,K2 hatchback,70,2012,2012,2012,0,,70,0,0,0,0,10,10,12,20,18
432,140,1181,KIA,KIA K2 sedan,Kia,K2 sedan,229,2011;2012;2015,2011,2015,0,,229,0,0,0,0,31,29,50,61,58
433,140,1182,KIA,KIA K3,Kia,K3,119,2013;2015,2013,2015,0,,119,0,0,0,0,13,15,21,41,29
434,140,1183,KIA,KIA K3S,Kia,K3S,120,2014,2014,2014,0,,120,0,0,0,0,17,17,20,36,30
435,140,1184,KIA,KIA K4,Kia,K4,120,2014,2014,2014,0,,120,0,0,0,0,31,10,18,38,23
436,140,1185,KIA,KIA K5,Kia,K5,119,2011;2012;2014;2015,2011,2015,0,,119,0,0,0,0,22,15,14,36,32
437,140,1196,KIA,KIA K5 hybrid,Kia,K5 hybrid,67,2013;2014,2013,2014,0,,67,0,0,0,0,9,7,14,22,15
438,140,1209,KIA,KIA K9,Kia,K9,51,2013;2015,2013,2015,0,,51,0,0,0,0,5,2,8,28,8
439,140,1221,KIA,Kaizun,Kia,Kaizun,120,2010;2012;2013;2014,2010,2014,0,,120,0,0,0,0,13,10,15,58,24
440,140,1201,KIA,New Carens,Kia,New Carens,113,2011;2013,2011,2013,0,,113,0,0,0,0,13,13,18,37,32
441,140,1205,KIA,KIA Picanto,Kia,Picanto,120,2012;2015,2012,2015,0,,120,0,0,0,0,5,4,13,74,24
442,140,1186,KIA,RIO,Kia,RIO,112,2005;2007;2012,2005,2012,0,,112,0,0,0,0,9,6,17,51,29
443,140,1220,KIA,Sedona,Kia,Sedona,52,2014;2015,2014,2015,0,,52,0,0,0,0,6,2,7,22,15
444,140,1199,KIA,Shuma,Kia,Shuma,118,2010;2011;2013;2014,2010,2014,0,,118,0,0,0,0,23,12,20,37,26
445,140,1200,KIA,Sorento,Kia,Sorento,120,2009;2010;2012;2013;2014;2015,2009,2015,0,,120,0,0,0,0,15,8,14,58,25
446,140,1189,KIA,Soul,Kia,Soul,122,2010;2012;2013;2014;2015,2010,2015,0,,122,0,0,0,0,13,7,23,53,26
447,140,1188,KIA,Sportage,Kia,Sportage,119,2009;2011;2012;2013,2009,2013,0,,119,0,0,0,1,25,17,21,34,21
448,140,1203,KIA,SPORTAGE,Kia,SPORTAGE,120,2005;2011;2014,2005,2014,0,,120,0,0,0,4,8,9,14,63,22
449,140,1190,KIA,Sportage R,Kia,Sportage R,120,2011;2012;2014;2015,2011,2015,0,,120,0,0,0,0,18,17,25,35,25
450,140,1202,KIA,KIA venga,Kia,venga,119,2010;2011;2015,2010,2015,0,,119,0,0,0,1,13,9,15,63,18
451,140,1197,KIA,KIA VQ,Kia,VQ,133,2006;2008;2011;2012;2013,2006,2013,0,,133,0,0,0,0,19,14,19,46,35
452,125,780,Koenigsegg,Koenigsegg Agera,Koenigsegg,Agera,120,2011;2013;2014;2015,2011,2015,0,,120,0,0,0,4,22,11,17,40,26
453,51,1155,Lamorghini,Aventador,Lamborghini,Aventador,119,2011;2012;2013;2015;2016,2011,2016,0,,119,0,0,0,7,17,6,36,34,19
454,51,1159,Lamorghini,Gallardo,Lamborghini,Gallardo,120,2008;2009;2010;2011;2012;2013;2014,2008,2014,0,,120,0,0,0,1,19,11,13,51,25
455,51,1165,Lamorghini,Huracan,Lamborghini,Huracan,120,2014;2015,2014,2015,0,,120,0,0,0,2,17,8,19,49,25
456,51,1156,Lamorghini,Reventon,Lamborghini,Reventon,54,2008;2010,2008,2010,0,,54,0,0,0,2,8,2,13,18,11
457,51,1162,Lamorghini,Veneno,Lamborghini,Veneno,120,2013;2014,2013,2014,0,,120,0,0,0,6,14,9,17,38,36
458,136,1782,Lancia,Lancia Delta,Lancia,Delta,84,2009,2009,2009,0,,84,0,0,0,1,9,2,15,43,14
459,136,1778,Lancia,Lancia Flavia,Lancia,Flavia,82,2011;2013,2011,2013,0,,82,0,0,0,0,9,1,14,37,21
460,136,1779,Lancia,Lancia Thema,Lancia,Thema,58,2012,2012,2012,0,,58,0,0,0,0,6,2,6,30,14
461,136,1781,Lancia,Lancia Ypsilon,Lancia,Ypsilon,113,2006;2012,2006,2012,0,,113,0,0,0,0,10,3,20,50,30
462,142,1142,LAND-ROVER,Land Rover DC100,Land Rover,DC100,113,2011;2012,2011,2012,0,,113,0,0,0,2,9,4,32,35,31
463,142,1141,LAND-ROVER,Defender,Land Rover,Defender,118,2004;2013;2014;2015,2004,2015,0,,118,0,0,0,0,17,9,10,62,20
464,142,1134,LAND-ROVER,Discovery,Land Rover,Discovery,140,2010;2011;2012;2013;2014;2015,2010,2015,0,,140,0,0,0,0,21,13,28,51,27
465,142,1137,LAND-ROVER,Evoque,Land Rover,Evoque,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,1,23,20,25,26,25
466,142,1140,LAND-ROVER,Freelander,Land Rover,Freelander,136,2010;2011;2012;2013;2014;2015,2010,2015,0,,136,0,0,0,0,20,16,23,38,39
467,142,1135,LAND-ROVER,Range Rover,Land Rover,Range Rover,119,2010;2011;2012;2013;2014;2015,2010,2015,0,,119,0,0,0,0,19,16,20,35,29
468,142,1138,LAND-ROVER,Range Rover Sport,Land Rover,Range Rover Sport,126,2010;2011;2012;2013;2014,2010,2014,0,,126,0,0,0,0,17,14,21,41,33
469,159,1565,Lexus,Lexus CT,Lexus,CT,120,2012;2013;2014,2012,2014,0,,120,0,0,0,0,23,17,23,34,23
470,159,1587,Lexus,Lexus ES,Lexus,ES,119,1993;2005;2006;2013;2014,1993,2014,0,,119,0,0,0,0,19,16,14,41,29
471,159,1567,Lexus,Lexus GS,Lexus,GS,118,2010;2012;2014;2015,2010,2015,0,,118,0,0,0,0,15,12,19,43,29
472,159,1568,Lexus,Lexus GS hybrid,Lexus,GS hybrid,120,2009;2010;2012;2014,2009,2014,0,,120,0,0,0,1,21,19,25,30,24
473,159,1569,Lexus,Lexus GX,Lexus,GX,120,2004;2010;2012;2014,2004,2014,0,,120,0,0,0,0,12,10,17,56,25
474,159,1581,Lexus,Lexus HS,Lexus,HS,120,2010;2011,2010,2011,0,,120,0,0,0,0,5,3,22,74,16
475,159,1570,Lexus,Lexus IS,Lexus,IS,120,2011;2013;2014;2015,2011,2015,0,,120,0,0,0,0,19,13,18,42,28
476,159,1571,Lexus,Lexus IS convertible,Lexus,IS convertible,76,2009;2010;2011,2009,2011,0,,76,0,0,0,0,15,7,10,22,22
477,159,1572,Lexus,Lexus LF-A,Lexus,LF-A,120,2008;2011;2012,2008,2012,0,,120,0,0,0,0,15,9,13,55,28
478,159,1583,Lexus,Lexus LF-CC,Lexus,LF-CC,51,2012,2012,2012,0,,51,0,0,0,0,7,5,9,18,12
479,159,1584,Lexus,Lexus LF-Gh,Lexus,LF-Gh,61,2011,2011,2011,0,,61,0,0,0,0,10,5,12,20,14
480,159,1582,Lexus,Lexus LF-LC,Lexus,LF-LC,69,2012,2012,2012,0,,69,0,0,0,0,12,4,13,28,12
481,159,1585,Lexus,Lexus LF-NX,Lexus,LF-NX,53,2013,2013,2013,0,,53,0,0,0,1,5,3,12,21,11
482,159,1573,Lexus,Lexus LS,Lexus,LS,120,2010;2011;2013;2014;2015,2010,2015,0,,120,0,0,0,3,17,10,17,48,25
483,159,1575,Lexus,Lexus LX,Lexus,LX,119,2005;2007;2009;2012;2013;2014,2005,2014,0,,119,0,0,0,0,11,7,23,55,23
484,159,1586,Lexus,Lexus NX,Lexus,NX,120,2014;2015,2014,2015,0,,120,0,0,0,0,18,10,20,36,36
485,159,1576,Lexus,Lexus RC,Lexus,RC,120,2014;2015,2014,2015,0,,120,0,0,0,1,12,13,21,52,21
486,159,1577,Lexus,Lexus RX,Lexus,RX,124,2007;2010;2011;2012;2013;2014,2007,2014,0,,124,0,0,0,0,24,18,22,30,30
487,101,821,Lincoln,Lincoln MKC,Lincoln,MKC,119,2013;2014,2013,2014,0,,119,0,0,0,2,8,13,21,40,35
488,101,816,Lincoln,Lincoln MKS,Lincoln,MKS,120,2010;2011;2013,2010,2013,0,,120,0,0,0,2,15,6,29,51,17
489,101,817,Lincoln,Lincoln MKT,Lincoln,MKT,120,2010;2011;2013,2010,2013,0,,120,0,0,0,0,17,8,24,47,24
490,101,818,Lincoln,Lincoln MKX,Lincoln,MKX,120,2009;2010;2011;2013;2014;2016,2009,2016,0,,120,0,0,0,2,16,8,29,42,23
491,101,819,Lincoln,Lincoln MKZ,Lincoln,MKZ,120,2007;2010;2011;2013;2014,2007,2014,0,,120,0,0,0,1,17,12,22,44,24
492,101,820,Lincoln,Navigator,Lincoln,Navigator,119,2010;2011;2013;2014;2015,2010,2015,0,,119,0,0,0,0,10,6,21,60,22
493,141,1820,Lotus,Elise,Lotus,Elise,120,2011;2012;2014;2015,2011,2015,0,,120,0,0,0,0,14,10,16,47,33
494,141,1825,Lotus,Evora,Lotus,Evora,120,2011;2012;2013;2015,2011,2015,0,,120,0,0,0,4,12,8,12,53,31
495,141,1821,Lotus,Exige,Lotus,Exige,120,2011;2012;2013;2014,2011,2014,0,,120,0,0,0,3,9,9,15,47,37
496,133,1604,Lotus,Lotus L5,Lotus,L5,115,2011;2012;2013;2014,2011,2014,0,,115,0,0,0,0,19,13,17,43,23
497,117,1173,Maserati,Alfieri,Maserati,Alfieri,82,2014,2014,2014,0,,82,0,0,0,2,7,5,22,28,18
498,117,1168,Maserati,Ghibli,Maserati,Ghibli,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,16,10,18,52,24
499,117,1170,Maserati,GranCabrio,Maserati,GranCabrio,120,2010;2012;2013;2014;2015,2010,2015,0,,120,0,0,0,0,15,8,21,53,23
500,117,1174,Maserati,Maserati GT,Maserati,GT,116,2008;2009;2011;2012;2013;2014;2015,2008,2015,0,,116,0,0,0,2,18,7,20,47,22
501,117,1169,Maserati,Quattroporte,Maserati,Quattroporte,120,2009;2011;2013;2014;2015,2009,2015,0,,120,0,0,0,1,22,12,16,47,22
502,144,1638,Maybach,Maybach,Maybach,,63,2007;2010;2011,2007,2011,0,,63,0,0,0,0,11,1,12,30,9
503,162,1631,MAZDA,Mazda 2,Mazda,2,117,2011;2012;2015,2011,2015,0,,117,0,0,0,0,13,15,17,47,25
504,162,1633,MAZDA,Mazda 3,Mazda,3,120,2010;2012,2010,2012,0,,120,0,0,0,0,19,18,18,38,27
505,162,1620,MAZDA,Mazda 3 abroad version,Mazda,3 abroad version,120,2010;2012;2013;2014,2010,2014,0,,120,0,0,0,0,21,7,14,51,27
506,162,1634,MAZDA,Mazda 3 Xingcheng hatchback,Mazda,3 Xingcheng hatchback,100,2011;2012;2013;2015,2011,2015,0,,100,0,0,0,0,13,13,22,27,25
507,162,1635,MAZDA,Mazda 3 Xingcheng sedan,Mazda,3 Xingcheng sedan,66,2011;2013;2015,2011,2015,0,,66,0,0,0,0,8,10,16,17,15
508,162,1629,MAZDA,Mazda 5,Mazda,5,120,2010;2011;2013,2010,2013,0,,120,0,0,0,0,12,9,25,44,30
509,162,1614,MAZDA,Mazda 6,Mazda,6,118,2007;2011;2012;2013;2014;2015,2007,2015,0,,118,0,0,0,0,15,13,21,45,24
510,162,1610,MAZDA,Mazda 8,Mazda,8,117,2011;2013;2015,2011,2015,0,,117,0,0,0,0,17,12,19,45,24
511,162,1609,MAZDA,Atenza,Mazda,Atenza,119,2014,2014,2014,0,,119,0,0,0,0,22,11,21,42,23
512,162,1615,MAZDA,ATENZA,Mazda,ATENZA,120,2013;2015,2013,2015,0,,120,0,0,0,0,13,5,10,59,33
513,162,1630,MAZDA,Axela hatchback,Mazda,Axela hatchback,69,2014,2014,2014,0,,69,0,0,0,0,10,9,15,18,17
514,162,1637,MAZDA,Axela sedan,Mazda,Axela sedan,126,2014,2014,2014,0,,126,0,0,0,0,19,16,24,37,30
515,162,1636,MAZDA,Mazda CX-5,Mazda,CX-5,120,2012;2013;2014,2012,2014,0,,120,0,0,0,0,23,15,19,38,25
516,162,1618,MAZDA,Mazda CX-9,Mazda,CX-9,120,2007;2009;2012;2013,2007,2013,0,,120,0,0,0,0,12,11,17,52,28
517,162,1611,MAZDA,Mazda CX7,Mazda,CX7,120,2010;2011;2014,2010,2014,0,,120,0,0,0,0,20,10,20,41,29
518,162,1628,MAZDA,Hazumi,Mazda,Hazumi,61,2014,2014,2014,0,,61,0,0,0,0,6,5,15,18,17
519,162,1619,MAZDA,Mazda MX-5,Mazda,MX-5,119,2009;2012;2013;2014;2015,2009,2015,0,,119,0,0,0,0,16,6,24,43,30
520,162,1612,MAZDA,Ruiyi,Mazda,Ruiyi,120,2009;2010;2011;2012,2009,2012,0,,120,0,0,0,0,20,16,19,33,32
521,162,1613,MAZDA,Ruiyi coupe,Mazda,Ruiyi coupe,147,2010;2011;2012,2010,2012,0,,147,0,0,0,0,23,14,29,54,27
522,162,1622,MAZDA,Takeri,Mazda,Takeri,70,2011;2012,2011,2012,0,,70,0,0,0,0,7,2,10,34,17
523,143,1837,McLaren,McLaren 12C,McLaren,12C,120,2011;2012;2013;2014,2011,2014,0,,120,0,0,0,2,15,10,19,52,22
524,143,1841,McLaren,McLaren 650S,McLaren,650S,120,2014;2015,2014,2015,0,,120,0,0,0,2,19,10,17,49,23
525,143,1838,McLaren,McLaren P1,McLaren,P1,120,2012;2014;2015,2012,2015,0,,120,0,0,0,3,9,18,15,44,31
526,77,147,Benz,Benz A Class,Mercedes-Benz,A Class,119,2011;2013;2015,2011,2015,0,,119,0,0,0,0,19,11,17,46,26
527,77,128,Benz,Benz A Class AMG,Mercedes-Benz,A Class AMG,103,2014,2014,2014,0,,103,0,0,0,0,13,15,15,34,26
528,77,142,Benz,AMG GT,Mercedes-Benz,AMG GT,119,2015;2016,2015,2016,0,,119,0,0,0,0,14,15,30,42,18
529,77,182,Benz,Benz B Class,Mercedes-Benz,B Class,120,2012;2013;2015,2012,2015,0,,120,0,0,0,0,19,9,34,37,21
530,77,124,Benz,Benz C Class,Mercedes-Benz,C Class,136,2011;2013;2014;2015,2011,2015,0,,136,0,0,0,0,21,16,25,46,28
531,77,130,Benz,Benz C Class AMG,Mercedes-Benz,C Class AMG,120,2009;2010;2012;2014;2015,2009,2015,0,,120,0,0,0,0,19,15,16,45,25
532,77,152,Benz,Benz C Class estate,Mercedes-Benz,C Class estate,128,2010;2011;2014,2010,2014,0,,128,0,0,0,0,15,11,28,45,29
533,77,139,Benz,Benz CL Class AMG,Mercedes-Benz,CL Class AMG,77,2011;2013,2011,2013,0,,77,0,0,0,1,7,5,6,44,14
534,77,148,Benz,Benz CLA Class,Mercedes-Benz,CLA Class,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,12,7,24,57,20
535,77,143,Benz,Benz CLA Class AMG,Mercedes-Benz,CLA Class AMG,120,2013;2014;2015,2013,2015,0,,120,0,0,0,1,9,11,19,49,31
536,77,149,Benz,Benz CLS Class,Mercedes-Benz,CLS Class,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,14,11,32,39,24
537,77,129,Benz,Benz CLS Class AMG,Mercedes-Benz,CLS Class AMG,120,2009;2012;2014;2015,2009,2015,0,,120,0,0,0,5,13,14,24,39,25
538,77,181,Benz,Coupe SUV,Mercedes-Benz,Coupe SUV,78,2014,2014,2014,0,,78,0,0,0,0,12,7,22,19,18
539,77,127,Benz,Benz E Class,Mercedes-Benz,E Class,272,2009;2010;2011;2012;2013;2014;2015,2009,2015,30,,272,0,0,0,0,48,33,51,84,56
540,77,138,Benz,Benz E Class AMG,Mercedes-Benz,E Class AMG,120,2012;2014,2012,2014,0,,120,0,0,0,2,6,7,19,55,31
541,77,153,Benz,Benz E Class convertible,Mercedes-Benz,E Class convertible,133,2010;2011;2012;2013;2014,2010,2014,0,,133,0,0,0,0,11,12,24,57,29
542,77,154,Benz,Benz E Class couple,Mercedes-Benz,E Class couple,200,2009;2010;2011;2012;2014,2009,2014,0,,200,0,0,0,0,26,27,29,61,57
543,77,170,Benz,Benz F800,Mercedes-Benz,F800,76,2010,2010,2010,0,,76,0,0,0,9,8,6,24,23,6
544,77,157,Benz,Benz G Class,Mercedes-Benz,G Class,119,2010;2013;2014;2015,2010,2015,0,,119,0,0,0,1,23,11,18,45,21
545,77,132,Benz,Benz G Class AMG,Mercedes-Benz,G Class AMG,120,2009;2010;2013;2014,2009,2014,0,,120,0,0,0,0,17,11,16,58,18
546,77,156,Benz,Benz GL Class,Mercedes-Benz,GL Class,120,2011;2012;2013;2014,2011,2014,0,,120,0,0,0,0,15,15,18,42,30
547,77,131,Benz,Benz GL Class AMG,Mercedes-Benz,GL Class AMG,112,2013;2014,2013,2014,0,,112,0,0,0,0,14,12,16,54,16
548,77,175,Benz,Benz GLA Class,Mercedes-Benz,GLA Class,167,2013;2014;2015,2013,2015,0,,167,0,0,0,1,24,17,33,56,36
549,77,140,Benz,Benz GLA Class AMG,Mercedes-Benz,GLA Class AMG,130,2014;2015,2014,2015,0,,130,0,0,0,0,10,10,22,52,36
550,77,126,Benz,Benz GLK Class,Mercedes-Benz,GLK Class,166,2008;2010;2011;2012;2013;2014,2008,2014,0,,166,0,0,0,1,27,19,29,50,40
551,77,158,Benz,Benz M Class,Mercedes-Benz,M Class,120,2010;2012;2013;2014,2010,2014,0,,120,0,0,0,0,25,13,18,39,25
552,77,133,Benz,Benz M Class AMG,Mercedes-Benz,M Class AMG,120,2007;2011;2012;2014;2015,2007,2015,0,,120,0,0,0,0,21,13,19,40,27
553,77,159,Benz,Benz R Class,Mercedes-Benz,R Class,119,2006;2010;2011;2014,2006,2014,0,,119,0,0,0,0,16,12,22,36,33
554,77,162,Benz,Benz S Class,Mercedes-Benz,S Class,120,2010;2011;2012;2014;2015,2010,2015,0,,120,0,0,0,0,18,15,24,35,28
555,77,137,Benz,Benz S Class AMG,Mercedes-Benz,S Class AMG,120,2010;2013;2014;2015,2010,2015,0,,120,0,0,0,0,13,11,25,46,25
556,77,163,Benz,Benz S Class hybird,Mercedes-Benz,S Class hybird,79,2009;2010;2014,2009,2014,0,,79,0,0,0,0,8,10,20,24,17
557,77,161,Benz,Benz SL Class,Mercedes-Benz,SL Class,120,2010;2011;2013;2015,2010,2015,0,,120,0,0,0,0,11,10,26,51,22
558,77,136,Benz,Benz SL Class AMG,Mercedes-Benz,SL Class AMG,120,2009;2013;2014,2009,2014,0,,120,0,0,0,0,15,9,23,43,30
559,77,160,Benz,Benz SLK Class,Mercedes-Benz,SLK Class,120,2009;2010;2011;2012;2015,2009,2015,0,,120,0,0,0,1,17,16,23,35,28
560,77,134,Benz,Benz SLK Class AMG,Mercedes-Benz,SLK Class AMG,117,2009;2010;2012;2014,2009,2014,0,,117,0,0,0,2,15,11,24,42,23
561,77,135,Benz,Benz SLS Class AMG,Mercedes-Benz,SLS Class AMG,120,2011;2012;2013;2014,2011,2014,0,,120,0,0,0,9,14,5,23,55,14
562,77,144,Benz,Sprinter,Mercedes-Benz,Sprinter,118,2010;2012;2013;2014,2010,2014,0,,118,0,0,0,0,16,13,22,36,31
563,77,164,Benz,Sprinter abroad version,Mercedes-Benz,Sprinter abroad version,64,2009;2011;2013;2014;2015,2009,2015,0,,64,0,0,0,0,9,5,10,30,10
564,77,184,Benz,Benz V Class,Mercedes-Benz,V Class,94,2014;2015,2014,2015,0,,94,0,0,0,3,9,5,16,41,20
565,77,146,Benz,Wei Ting,Mercedes-Benz,Wei Ting,119,2010;2011;2013;2014,2010,2014,0,,119,0,0,0,0,14,11,15,54,25
566,77,145,Benz,Wei Yanuo,Mercedes-Benz,Wei Yanuo,120,2010;2011;2012;2013;2014,2010,2014,0,,120,0,0,0,0,18,14,24,40,24
567,14,1836,MG,MG3,MG,3,120,2011;2013;2014,2011,2014,0,,120,0,0,0,0,20,17,23,32,28
568,14,1827,MG,MG3 SW,MG,3 SW,107,2008;2009,2008,2009,0,,107,0,0,0,1,12,12,19,44,19
569,14,1829,MG,MG5,MG,5,120,2012;2014,2012,2014,0,,120,0,0,0,0,15,15,24,45,21
570,14,1831,MG,MG6 hatchback,MG,6 hatchback,84,2010;2012;2013;2014,2010,2014,0,,84,0,0,0,0,17,11,19,19,18
571,14,1832,MG,MG7,MG,7,116,2007;2008;2009;2010,2007,2010,0,,116,0,0,0,0,18,10,18,48,22
572,15,827,MINI,MINI,MINI,,142,2009;2011;2012;2013;2014;2015,2009,2015,0,,142,0,0,0,0,19,16,40,38,29
573,15,839,MINI,MINI CABRIO,MINI,CABRIO,120,2011;2012,2011,2012,0,,120,0,0,0,2,9,8,30,44,27
574,15,828,MINI,MINI CLUBMAN,MINI,CLUBMAN,132,2008;2009;2011;2013;2014,2008,2014,0,,132,0,0,0,2,23,17,21,36,33
575,15,835,MINI,MINI CLUBVAN,MINI,CLUBVAN,120,2012;2013,2012,2013,0,,120,0,0,0,0,6,4,22,58,30
576,15,829,MINI,MINI COUNTRYMAN,MINI,COUNTRYMAN,120,2011;2012;2013;2014;2015,2011,2015,0,,120,0,0,0,0,13,12,28,37,30
577,15,830,MINI,MINI COUPE,MINI,COUPE,120,2009;2012,2009,2012,0,,120,0,0,0,0,16,12,20,43,29
578,15,840,MINI,MINI JCW,MINI,JCW,120,2013;2014;2015,2013,2015,0,,120,0,0,0,1,12,12,19,44,32
579,15,841,MINI,MINI JCW COUNTRYMAN,MINI,JCW COUNTRYMAN,120,2013;2014,2013,2014,0,,120,0,0,0,6,19,10,22,34,29
580,15,842,MINI,MINI JCW COUPE,MINI,JCW COUPE,89,2013,2013,2013,0,,89,0,0,0,0,7,8,14,38,22
581,15,843,MINI,MINI JCW PACEMAN,MINI,JCW PACEMAN,120,2013;2014,2013,2014,0,,120,0,0,0,5,9,7,27,49,23
582,15,831,MINI,MINI PACEMAN,MINI,PACEMAN,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,7,8,20,51,34
583,15,832,MINI,MINI ROADSTER,MINI,ROADSTER,120,2012,2012,2012,0,,120,0,0,0,2,8,9,30,45,26
584,15,838,MINI,MINI Superleggera,MINI,Superleggera,60,2014,2014,2014,0,,60,0,0,0,6,5,6,10,18,15
585,28,1864,Mitsubishi,ASX,Mitsubishi,ASX,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,22,14,16,44,24
586,28,1874,Mitsubishi,ASX abroad version,Mitsubishi,ASX abroad version,120,2010;2011;2012;2013;2015,2010,2015,0,,120,0,0,0,0,15,7,15,47,36
587,28,1873,Mitsubishi,Mitsubishi Colt,Mitsubishi,Colt,75,2005;2009,2005,2009,0,,75,0,0,0,0,4,0,9,49,13
588,28,1871,Mitsubishi,Evo,Mitsubishi,Evo,82,2006;2008;2012,2006,2012,0,,82,0,0,0,0,12,10,12,29,19
